,times,herf,author,content,share_num,pingllun_num,dianzan_num
48,04月03日 20:45,https://weibo.com/2106083604/MAjmijb1T?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-03 20:40:52 在 土耳其东部（纬度:39.8°N 经度:40.66°EO网页链接） 发生3.9级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​,0,0,0
49,04月03日 18:57,https://weibo.com/2106083604/MAiEs9MOw?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-03 18:52:55 在 土耳其中部（纬度:38.02°N 经度:37.84°EO网页链接） 发生4.5级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​,0,0,0
50,04月03日 17:45,https://weibo.com/2106083604/MAibeckvU?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-03 17:41:13 在 土耳其中部（纬度:40.1°N 经度:34.17°EO网页链接） 发生3.5级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​,0,0,2
51,04月03日 16:50,https://weibo.com/6165835435/MAhOPzAmz?refer_flag=1001030103_,时间不会说谎允我心安,怎么不是秘鲁洪水 就是土耳其地震 多灾多难的 ​,0,0,0
52,04月03日 16:05,https://weibo.com/7756786365/MAhwH1HFZ?refer_flag=1001030103_,文登融媒,【#土耳其一儿童被困12天后获救#】土耳其南部的哈塔伊省，是强震致死亡人数最多的省份。当地时间18日，救援人员在该省救出3名幸存者，其中包括1名儿童，获救时他们已被困296小时。#土耳其超4万人在地震中遇难#，搜救工作预计今晚基本结束。L央视新闻的微博视频​,0,0,0
53,04月03日 16:02,https://weibo.com/7756786365/MAhvCbrrV?refer_flag=1001030103_,文登融媒,【生命奇迹！#土耳其一男子被埋278小时后获救#】尽管目前救援的黄金时期已过，但土耳其地震搜救工作仍在持续。当地时间17日，在地震灾区哈塔伊省，一名45岁男子被埋278小时后获救。土耳其内政部长当天表示，#强震已致土耳其超3.9万人遇难#。L总台环球资讯的微博视频​,0,0,0
54,04月03日 14:16,https://weibo.com/3318545943/MAgOfha6t?refer_flag=1001030103_,木有杏子,#地震##地震速报##2023年以来（截至4月3日12点），全球共发生六级以上地震37次，其中6.0级到6.9级29次，7.0级到7.9级8次，8.0级以上0次，最大地震分别是2月6日在土耳其发生的两次7.8级地震。（2022年全年112次6级以上地震，7次7级以上地震） ​,0, 1,1
55,04月03日 13:15,https://weibo.com/6367204564/MAgpthZgP?refer_flag=1001030103_,水分子,土耳其地震中的幸运儿，尊重一切生命L暖事神仙姐的微博视频​,0,0,1
56,04月03日 13:11,https://weibo.com/3811559344/MAgo6aQJ8?refer_flag=1001030103_,昆明防震,【震苑访谈 | 我在土耳其地震救援现场】中国地震台网测定，2023年2月6日土耳其先后发生了两次7.8级地震。截至2月26日，地震造成了土耳其、叙利亚两国超过5万人死亡，超过8.4万栋建筑倒塌、损坏。地震发生后，按照应急部的要求中国地震局工程力学研究所两位专家参加中国救援队，飞赴土耳其开展国际救援。本期节目邀请到王涛、林旭川两位专家和我们聊一聊土耳其地震的相关情况。L中国地震局的微博视频收起d,0,0,0
57,04月03日 12:35,https://weibo.com/3904123091/MAg9wcSWQ?refer_flag=1001030103_,中国地震局,【震苑访谈 | 我在土耳其地震救援现场】中国地震台网测定，2023年2月6日土耳其先后发生了两次7.8级地震。截至2月26日，地震造成了土耳其、叙利亚两国超过5万人死亡，超过8.4万栋建筑倒塌、损坏。地震发生后，按照应急部的要求中国地震局工程力学研究所两位专家参加中国救援队，飞赴土耳其开展国际救援。本期节目邀请到王涛、林旭川两位专家和我们聊一聊土耳其地震的相关情况。L中国地震局的微博视频收起d,0,0,2
58,04月03日 12:05,https://weibo.com/2106083604/MAfXf2QBO?refer_flag=1001030103_,地震讯息,【美国地质勘探局】发布，2023-04-03 11:45:49 在 土耳其中部（纬度:37.9232°N 经度:36.271°EO网页链接） 发生4.3级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​,0,0,2
59,04月03日 11:51,https://weibo.com/2106083604/MAfRxC3dK?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-03 11:45:51 在 土耳其中部（纬度:37.95°N 经度:36.34°EO网页链接） 发生4.3级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​,0,0,1
